mean, skewness, kurtosis, variance, min, max, rms,fft1,fft2,fft3,fft4,fft5,fft6,fft7,fft8,fft9,fft10,fft11,fft12,fft13,fft14,fft15,lr,ud, label
-0.402261963,-1.96691063,31.99253413,0.006838637,-1.139242333,0.174447561,0.41067423,0.007287126,0.011873608,0.007562629,0.006927244,0.005625301,0.023309979,0.005261013,0.005223318,0.003197946,0.010271077,0.006661338,0.005128017,0.002307588,0.008039465,0.002111452,1,2,1
-0.389868254,4.947805961,52.04624576,0.005777182,-0.724945683,0.364491231,0.397208306,0.006736172,0.004871599,0.002439219,0.007710119,0.006298328,0.009301779,0.003159935,0.001782249,0.002055991,0.00150442,0.005338246,0.002917458,0.016863383,0.011062481,0.013900585,1,2,1
-0.39698019,2.569906873,31.23059203,0.004531926,-0.761807565,0.207495341,0.402647734,0.001208167,0.006411855,0.001042416,0.006446469,0.000844146,0.003858599,0.002844694,0.003279688,0.002203008,0.012790334,0.019560425,0.008051871,0.001688552,0.002725903,0.003003099,1,2,1
-0.406615224,-0.491213242,33.62558658,0.005370709,-1.026092851,0.210501537,0.413166612,0.002136024,0.001500998,0.001119923,0.001546371,0.004104199,0.005935796,0.00556362,0.005914925,0.004987648,0.009228849,0.009238877,0.005064598,0.01116113,0.007548985,0.003571827,1,2,1
-0.398829628,-0.602229394,25.20066047,0.003335783,-0.897618919,0.031489871,0.402989895,0.001269463,0.002155004,0.001481945,0.001519157,0.001474722,0.004253545,0.001311274,0.003494856,0.002967429,0.001496751,0.002933403,0.003749341,0.012930265,0.009970189,0.001537158,1,2,1
-0.390114987,4.93330941,44.65596625,0.006979035,-0.613539869,0.417712718,0.398959569,0.019621705,0.014994012,0.008108313,0.003224159,0.003444833,0.005817175,0.002056317,0.001401574,0.004997926,0.004740175,0.00504945,0.012878131,0.002660298,0.019945737,0.004536351,1,2,1
-0.397546934,3.931628305,54.6934002,0.00428371,-0.871455885,0.319901123,0.402898592,0.003660267,0.003768051,0.004057416,0.004390643,0.004508934,0.004241574,0.003739932,0.003280415,0.00301816,0.003010034,0.003313476,0.004056169,0.005451703,0.00747532,0.008696278,1,2,1
-0.399900042,-1.652549818,20.7109346,0.004239813,-0.872025222,4.9E-324,0.405166455,0.001405542,0.002957922,0.002196372,0.003082395,0.003513421,0.005966017,0.002818567,0.004188339,0.001212286,0.00365865,0.005942961,0.005655504,0.008416546,0.006320189,0.002294255,1,2,1
-0.395096637,3.546535323,42.04565977,0.008234302,-0.754870621,0.528983186,0.405383343,0.003524743,0.002943106,0.00283786,0.00452934,0.011085851,0.027472722,0.014576865,0.007425844,0.01029204,0.013595672,0.004471769,0.003466175,0.006116592,0.006363336,0.004404777,1,2,1
-0.392917482,3.153894026,53.89899301,0.00602733,-1.0352116,0.440219823,0.400514017,0.009155392,0.003836423,0.002057027,0.002159755,0.003842181,0.005808647,0.004106627,0.00371202,0.005831115,0.011612891,0.00968064,0.00665959,0.006894695,0.009530481,0.011886771,1,2,1
-0.392721663,2.578017958,46.51397507,0.011090424,-1.19132077,0.665581154,0.406596518,0.010303066,0.005933447,0.002777476,0.006040495,0.009111813,0.014893082,0.006228377,0.003409085,0.013403823,0.008922768,0.012536717,0.014203211,0.019021138,0.027979893,0.018540377,1,2,1
-0.397512134,1.135567361,37.97274746,0.007610384,-1.13965339,0.323218695,0.406972088,0.003022922,0.004391795,0.005423264,0.002004012,0.007273385,0.011759043,0.001529216,0.001400938,0.001562516,0.009854369,0.00788559,0.013371095,0.015597498,0.026405537,0.003297712,1,2,1
-0.397953579,1.573362302,32.04645783,0.008063201,-1.055042675,0.383643197,0.40795864,0.002197065,0.00289603,0.003425736,0.009389775,0.008636623,0.012662857,0.004965679,0.00309342,0.007620259,0.00907242,0.013664608,0.004156834,0.007433103,0.02477162,0.007183817,1,2,1
-0.401646082,-2.111400309,20.263615,0.005595773,-0.971067016,4.9E-324,0.408552749,0.007559961,0.010755385,0.00452625,0.00615256,0.006239001,0.007421157,0.002204793,0.001116812,0.003027897,0.002512032,0.001839879,0.004217097,0.008233561,0.017256661,0.006046806,1,2,1
-0.403820716,-2.962195193,34.36442218,0.005109506,-1.139137517,4.9E-324,0.410098375,0.010374238,0.005735946,0.003122063,0.010213358,0.006593726,0.009315457,0.002649775,0.00131768,0.00582722,0.002031476,0.00213333,0.005286082,0.003098895,0.007882109,0.005800151,1,2,1
-0.405067628,-1.918204808,22.19732248,0.0038706,-0.916430136,4.9E-324,0.4098175,0.004207174,0.004146794,0.004102149,0.004326857,0.004987672,0.00582397,0.005624519,0.004165725,0.002892421,0.002234034,0.002040964,0.002246445,0.002978204,0.00444654,0.005598436,1,2,1
-0.404108035,-2.15866258,35.68288684,0.005015751,-1.072709796,0.155670596,0.410267054,0.013470505,0.007041723,0.003297613,0.002035638,0.005331357,0.010783317,0.003720028,0.00113672,0.001773793,0.002129879,0.001877037,0.012760819,0.003548568,0.010486543,0.006767957,1,2,1
-0.406358144,1.160433034,44.98740737,0.00868247,-1.109607161,0.522659602,0.416904559,0.004177268,0.002869402,0.00232892,0.003605683,0.005873745,0.003570793,0.002959319,0.004847259,0.009496276,0.007662461,0.007492535,0.014192643,0.028384387,0.020979567,0.016901872,1,2,1
-0.406731396,-3.408529939,35.25551602,0.005556786,-1.155623115,4.9E-324,0.413506003,0.005123315,0.00299857,0.005156582,0.002807785,0.00519181,0.011568378,0.004524841,0.001304295,0.004934318,0.007963436,0.009874293,0.007869734,0.001940996,0.01055425,0.002974656,1,2,1
-0.40734815,-1.323118941,27.43264089,0.005624227,-1.011918798,0.131513858,0.414194088,0.008816423,0.00410843,0.001976061,0.00160425,0.002243247,0.006334883,0.013861636,0.004832923,0.003579357,0.006279084,0.01791412,0.006867825,0.00334929,0.002930366,0.003064287,1,2,1
-0.399806389,4.172029197,48.4541985,0.005252614,-0.739651821,0.396914119,0.40632224,0.00337983,0.003766902,0.002447606,0.004890993,0.004509078,0.007269394,0.002086909,0.001847684,0.008880032,0.004973127,0.009010241,0.003525381,0.006771031,0.01304687,0.006145752,1,2,1
-0.410791027,-3.958047268,45.5625682,0.0073537,-1.29766916,0.10102871,0.419646242,0.010481871,0.008238035,0.005397773,0.004996591,0.001477277,0.014473293,0.003015337,0.006629068,0.02006662,0.019473644,0.003196922,0.003521199,0.00354182,0.010269595,0.004688771,1,2,1
-0.396299106,3.556434079,40.96528817,0.005920373,-0.904885977,0.37691797,0.403699585,0.009149524,0.007744735,0.00453637,0.001738135,0.003531649,0.00505479,0.002490347,0.001595774,0.002070972,0.011431417,0.005917148,0.013992379,0.003372215,0.02123522,0.003278476,1,2,1
-0.391581713,4.6447766,46.95059449,0.005692462,-0.598166734,0.412346539,0.398784026,0.010752486,0.006574666,0.003123046,0.00586236,0.009127225,0.00939973,0.002910628,0.001329961,0.002974673,0.00893822,0.006736404,0.002760121,0.002723687,0.012247798,0.007669168,1,2,1
-0.398684582,-1.46755313,27.1552427,0.00547674,-1.050635853,4.9E-324,0.405494927,0.001725056,0.001584501,0.001652744,0.002916258,0.009628106,0.005914245,0.002825678,0.00309209,0.007249062,0.01170118,0.005462404,0.004452669,0.006219836,0.009582611,0.010763111,1,2,1
-0.395268107,-2.198806079,29.94584844,0.005001339,-1.078410827,4.9E-324,0.401544787,0.002069509,0.003845966,0.002683275,0.004160093,0.005721127,0.010362861,0.002556962,0.001806338,0.009696666,0.004932186,0.005518305,0.003573437,0.00516497,0.010027458,0.006693605,1,2,1
-0.394525508,2.858549673,34.39028386,0.006573456,-0.857204337,0.329561547,0.402770198,0.011209498,0.007261542,0.003811123,0.001244233,0.00125493,0.019923798,0.00136584,0.002246889,0.005206599,0.006787758,0.005727015,0.017636769,0.014335433,0.037381524,0.001468131,1,2,1
-0.40310643,-2.407541678,22.36654981,0.004398005,-0.932271166,4.9E-324,0.408525151,0.003377418,0.004637052,0.005278345,0.005749733,0.005098143,0.011943399,0.001839841,0.001159974,0.004417773,0.002242211,0.002144816,0.006513826,0.00570896,0.006102988,0.003250524,1,2,1
-0.401924583,-2.133699435,19.16477113,0.004488205,-0.861821988,4.9E-324,0.407469723,0.009754821,0.00457892,0.003105374,0.012186823,0.002450537,0.001657768,0.002751174,0.001425234,0.002447484,0.004012454,0.002160697,0.004837253,0.004571634,0.005203698,0.027083861,1,2,1
-0.404984736,-2.863016847,26.47978978,0.004131379,-0.955658966,4.9E-324,0.410053674,0.010086617,0.003183287,0.002205797,0.014068066,0.005972891,0.003034773,0.00331044,0.001988049,0.003024652,0.001915873,0.002029365,0.003817253,0.010975413,0.002094894,0.001326121,1,2,1
-0.40210064,1.817940864,37.64142953,0.004594675,-0.877344488,0.298874916,0.407773957,0.000906028,0.004744499,0.001719804,0.000834542,0.002241311,0.003061575,0.002066102,0.000902685,0.003602755,0.002853468,0.005314643,0.008850192,0.017576392,0.021131622,0.002297204,1,2,1
-0.399210695,-2.277080647,40.26984384,0.004098983,-1.099358124,4.9E-324,0.404311961,0.003320922,0.003299079,0.003242486,0.003173871,0.003121183,0.003110992,0.003166787,0.003310925,0.003567625,0.003964132,0.004525264,0.005251639,0.006069653,0.006771787,0.007058143,1,2,1
-0.398727047,0.802421691,48.48018113,0.005298606,-0.999909952,0.355048633,0.405316992,0.002923147,0.002642662,0.002745464,0.004164886,0.005647606,0.005127219,0.005959093,0.006283532,0.004570139,0.005365545,0.011178874,0.006500163,0.003682512,0.005240401,0.011428125,1,2,1
-0.391637451,5.03079282,57.24472129,0.006058461,-0.739631344,0.472535122,0.399297326,0.004935119,0.002088488,0.004903464,0.003631143,0.007371732,0.012310063,0.011527341,0.004477312,0.007773375,0.009667597,0.006500503,0.009444531,0.000775593,0.006400855,0.001156591,1,2,1
-0.397259005,0.519821763,15.70929668,0.004390611,-0.75060222,4.9E-324,0.402747225,0.001839504,0.001538357,0.001529854,0.0032449,0.003699743,0.008247197,0.002282637,0.001088579,0.001893513,0.002276055,0.006838841,0.001830291,0.001445289,0.017374503,0.012111932,1,2,1
-0.395672219,1.644046624,35.45724024,0.006579904,-1.012905154,0.34402262,0.403901484,0.003418384,0.001829442,0.003171803,0.001980278,0.009688481,0.01616381,0.003250008,0.001683311,0.003957298,0.010502608,0.001903822,0.005028929,0.004819241,0.028326427,0.01971635,1,2,1
-0.404503453,-0.58405573,35.10430769,0.006018882,-1.078630321,0.245356811,0.411876104,0.002952024,0.002696329,0.001859493,0.001387868,0.000816218,0.007244317,0.002527915,0.005730188,0.007167988,0.012880741,0.004762407,0.004635718,0.017138324,0.01541683,0.00441141,1,2,1
-0.392173669,1.811027024,36.03062408,0.004922619,-0.823136329,0.328176127,0.398400308,0.001988883,0.002017966,0.002176205,0.002651738,0.003705156,0.005037959,0.004798325,0.003602021,0.003044234,0.003341663,0.00492132,0.008865486,0.011716692,0.009137768,0.007811192,1,2,1
-0.411858132,1.250373362,26.14887209,0.004559889,-0.788724321,0.211924939,0.417357173,0.000634852,0.00426795,0.00272318,0.003424294,0.00560803,0.000851561,0.002683892,0.005328145,0.001959665,0.006255792,0.00381406,0.00321686,0.00945071,0.009616469,0.00280392,1,2,6
-0.411934904,0.504128726,20.48985584,0.004433311,-0.839877807,0.114629058,0.417281291,0.001414637,0.005061228,0.001673361,0.008799373,0.002792001,0.001313806,0.00126079,0.006261365,0.002693293,0.00511616,0.007263937,0.001925103,0.003898012,0.011780727,0.004626133,1,2,6
-0.41202145,0.431100053,18.75246688,0.002579909,-0.791156215,4.9E-324,0.41514044,0.000906279,0.003769541,0.001659901,0.001728434,0.001117499,0.001090507,0.001117702,0.000853917,0.000580247,0.002768745,0.004118279,0.00143033,0.004150161,0.00480606,0.001748826,1,2,6
-0.412450543,4.448822122,74.48793086,0.006697695,-0.895952978,0.757414041,0.420491552,0.002297443,0.015308935,0.003517222,0.037880134,0.005413624,0.002592077,0.005976413,0.005142609,0.003524602,0.003227091,0.002458621,0.007610182,0.002971424,0.010878866,0.003783149,1,2,6
-0.416455061,-3.067812381,38.01047757,0.005039328,-1.116790353,4.9E-324,0.422462005,0.000302115,0.003762842,0.003278325,0.004110568,0.004887324,0.005022703,0.004538716,0.005389853,0.002076697,0.009310714,0.004778576,0.008896926,0.006939836,0.005047504,0.001474761,1,2,6
-0.415242625,-0.059639358,26.59442855,0.00313871,-0.875132423,0.097297549,0.419004949,0.001989299,0.001764945,0.002991507,0.002455605,0.00354526,0.001641058,0.001543261,0.001349384,0.001398691,0.004852754,0.003329521,0.004886845,0.00503798,0.006610198,0.001866736,1,2,6
-0.414788692,3.76186688,53.88586642,0.006185199,-0.853527989,0.551072477,0.422178704,0.001386453,0.005391446,0.003542125,0.018208125,0.003433903,0.004475326,0.007076438,0.008649483,0.002495172,0.005057962,0.006682422,0.006828529,0.006376087,0.011080083,0.003670405,1,2,6
-0.412834507,-3.892282325,55.21998213,0.00610778,-1.280897225,0.013874196,0.420166765,0.001231469,0.002018727,0.003085153,0.006160949,0.007271247,0.005589077,0.006448159,0.013275157,0.003805086,0.00710256,0.007335773,0.006878858,0.00860192,0.004599896,0.001352544,1,2,6
-0.4135331,0.202139312,21.29323417,0.003016331,-0.800670064,0.026388668,0.417164184,0.000578605,0.00271528,0.00320675,0.002779601,0.002284177,0.001114069,0.001458512,0.001473118,0.001389235,0.004641525,0.002675889,0.003954649,0.006823231,0.00458084,0.001678731,1,2,6
-0.414132323,-2.060086539,45.37822573,0.004154087,-1.068679139,0.15118008,0.419117726,0.001751747,0.005352202,0.001497936,0.004453084,0.002543488,0.003128925,0.004324658,0.003139967,0.002102288,0.007609053,0.0044942,0.00695274,0.006351188,0.005456456,0.001461948,1,2,6
-0.421660222,-4.766205743,54.58594963,0.00904726,-1.510145018,4.9E-324,0.432255251,0.018012296,0.013793976,0.009086545,0.006631712,0.010088632,0.011978353,0.002405774,0.002496369,0.008714852,0.00454282,0.0069211,0.006856666,0.008191697,0.026954558,0.006534635,1,2,6
-0.412897577,1.82196466,47.15347531,0.006651253,-1.085862003,0.3785624,0.420874877,0.001423178,0.003265965,0.001861411,0.001456846,0.001640819,0.006755295,0.001293055,0.001690006,0.00677805,0.003398926,0.012187134,0.013927838,0.015994327,0.020838864,0.012442294,1,2,6
-0.409301931,2.263836927,34.05350576,0.007623328,-0.978489253,0.324724487,0.418510931,0.005837149,0.008305803,0.001932334,0.002457773,0.004111495,0.006182357,0.002820174,0.001601256,0.01858477,0.005209312,0.013998524,0.009223026,0.011525253,0.023134115,0.010407286,1,2,6
-0.406841837,-0.022384745,23.38771583,0.008687376,-1.103630684,0.142361131,0.417381907,0.005937396,0.00624049,0.010466773,0.003745664,0.002774741,0.004237516,0.005175524,0.003910508,0.008774511,0.003032477,0.002275811,0.010890081,0.01763796,0.036397525,0.020356162,1,2,6
-0.416071962,-1.954027971,34.70150734,0.00740422,-1.154987978,0.232312898,0.424876568,0.01066686,0.002318405,0.002249034,0.00497306,0.003320979,0.00518413,0.003204836,0.002438215,0.005919851,0.008256863,0.011392713,0.014537026,0.012302556,0.019345039,0.014532942,1,2,6
-0.407591891,0.71374415,22.97329135,0.007401492,-1.063845953,0.122256561,0.416572493,0.007422104,0.007686002,0.00249724,0.006005946,0.001880472,0.0050801,0.006047551,0.00369904,0.004966532,0.003194153,0.001218759,0.003050421,0.007412903,0.022452349,0.038368348,1,2,6
-0.414354679,2.341792852,51.24526214,0.010387822,-1.218419797,0.664173742,0.426705545,0.002186479,0.002731691,0.008447255,0.001523309,0.001531396,0.004907289,0.001070215,0.003893687,0.005127452,0.011166212,0.012197834,0.012649794,0.034844084,0.064715269,0.011992113,1,2,6
-0.415512481,-0.504924662,31.88796882,0.009672489,-1.120735831,0.406691432,0.426993103,0.001644038,0.00925719,0.003870914,0.004554666,0.024990026,0.021176724,0.010590003,0.005589451,0.015369793,0.007375553,0.016278089,0.009575401,0.004817685,0.014766572,0.005346543,1,2,6
-0.413265684,2.729130239,51.7757429,0.009516031,-1.084808549,0.609000984,0.42462284,0.002330264,0.005837491,0.002638103,0.003611092,0.002472587,0.005631229,0.013743895,0.007544327,0.004192759,0.00427551,0.008906129,0.007441467,0.020811722,0.048520242,0.017001318,1,2,6
-0.408775236,-2.386093921,77.43891078,0.007655369,-1.469445095,0.400903299,0.418034164,0.002887811,0.002491294,0.002792217,0.007797507,0.003982111,0.010088043,0.005368583,0.013884127,0.004884131,0.014503818,0.008851755,0.018968771,0.004241468,0.012479585,0.012775773,1,2,6
-0.402952833,7.727940059,123.3162548,0.014458773,-0.964432921,1.399849258,0.420511307,0.022592553,0.00565462,0.002349672,0.005602885,0.00607334,0.004991265,0.003964377,0.003521452,0.02246307,0.011120973,0.026187783,0.041916663,0.034091676,0.018349544,0.015992261,1,2,6
-0.40966219,6.392470032,111.7553147,0.010165615,-1.069030235,1.096006606,0.4218871,0.001894386,0.002211447,0.003483363,0.001143857,0.008393418,0.005969781,0.016331846,0.02555091,0.010169644,0.020126841,0.01001779,0.013031435,0.003895552,0.014292435,0.013915903,1,2,6
-0.414069934,-2.125832572,46.52894829,0.005648104,-1.263963604,0.175638791,0.420834902,0.003989513,0.002234476,0.002638457,0.002662147,0.002648015,0.010190824,0.001333635,0.001009485,0.003134251,0.004044324,0.004145611,0.009150898,0.010125779,0.019417443,0.017183631,1,2,6
-0.410826411,7.435084243,119.3719325,0.010195444,-0.908537503,1.128521396,0.423052933,0.004653091,0.01316282,0.009625535,0.006388201,0.003855391,0.006413167,0.009105031,0.008408557,0.012842084,0.003436083,0.004905721,0.008531453,0.017728389,0.028018953,0.015324869,1,2,6
-0.41224569,0.042019534,56.10143337,0.006197875,-1.257323721,0.345129345,0.419695584,0.001822408,0.002395863,0.002258088,0.001853298,0.00287673,0.007183887,0.001827854,0.001160553,0.002689943,0.005107914,0.00676723,0.01147244,0.01068708,0.029798055,0.010141189,1,2,6
-0.411199697,5.368352635,65.45066413,0.005112815,-0.688528917,0.464721795,0.417370346,0.004534922,0.007156974,0.005051809,0.004475804,0.00207726,0.004898301,0.001492467,0.002999667,0.001452367,0.005626018,0.005000048,0.008674387,0.004880181,0.016956929,0.007235076,1,2,6
-0.414897923,-3.161122394,34.05804564,0.005665531,-1.113265143,4.9E-324,0.421670271,0.008025978,0.012114299,0.003288965,0.002035024,0.001748921,0.004185267,0.001466259,0.002131913,0.005307352,0.004910181,0.006085854,0.016092561,0.002710516,0.011527927,0.015341268,1,2,6
-0.413481535,-3.617975998,35.08320913,0.0046443,-1.064150924,4.9E-324,0.419059995,0.006720159,0.005191433,0.00186717,0.003478023,0.002499254,0.002563824,0.002972596,0.001797832,0.00153881,0.012236203,0.005319254,0.01052145,0.0009695,0.009419741,0.003870248,1,2,6
-0.398346631,3.015777386,57.63459178,0.012929525,-1.057247451,0.900870662,0.414257847,0.00448155,0.004305818,0.004955121,0.005921892,0.003288458,0.001956629,0.002067592,0.004089912,0.010130059,0.009115057,0.009432642,0.020027847,0.047681539,0.04214327,0.0377874,1,2,6
-0.403079847,-0.503116345,54.8144501,0.004860643,-1.185578374,0.233333216,0.409064793,0.003810118,0.003044265,0.002634421,0.001352224,0.001484365,0.004693748,0.001219438,0.001013565,0.002746879,0.004080799,0.007283105,0.007564286,0.008023661,0.019776645,0.007698655,1,2,6
-0.397664262,6.077691952,98.00361333,0.007867583,-0.983388236,0.830540593,0.407436435,0.004454721,0.003253948,0.004918349,0.005842694,0.004036456,0.005387289,0.002210798,0.002456659,0.009014138,0.004490058,0.005888969,0.020268083,0.014580453,0.02117059,0.019622327,1,2,6
-0.40440857,2.592412997,52.58114079,0.009561859,-0.999608751,0.692123145,0.416062676,0.003773551,0.002665303,0.002288706,0.003667144,0.003855189,0.00185738,0.001533452,0.002572868,0.008581885,0.013173266,0.010040133,0.015974832,0.032000863,0.025874581,0.021018857,1,2,6
-0.40205322,7.355637279,108.865113,0.013144231,-0.858399594,1.164383762,0.418080163,0.003659103,0.007385658,0.020940541,0.007891382,0.018785187,0.010851929,0.010684772,0.006065239,0.009909671,0.002239886,0.005591542,0.021164666,0.031518904,0.042814288,0.004995456,1,2,6
-0.407851667,-2.853945041,41.36750296,0.007255267,-1.159531694,0.231341714,0.416651231,0.008463991,0.019714714,0.004989784,0.007049753,0.002529993,0.002039002,0.002418676,0.002569449,0.011612939,0.00683136,0.002072678,0.00222485,0.028296514,0.017824988,0.008583624,1,2,6
-0.402173648,0.454611056,29.76321963,0.005714183,-0.941601371,0.25177632,0.409216113,0.00129202,0.001684527,0.003776039,0.008410163,0.013100981,0.011299685,0.006422765,0.003707804,0.001925216,0.002979743,0.011117514,0.003229841,0.006993063,0.004869625,0.001753805,1,2,6
-0.405807079,1.933262653,41.5664106,0.005109536,-0.839178867,0.381126545,0.412054512,0.000725812,0.001449135,0.006144521,0.003478169,0.004225201,0.011935345,0.006600015,0.002388642,0.01351641,0.010266993,0.002034703,0.004324252,0.006604436,0.004984338,0.002140204,1,2,6
-0.400947884,7.24983097,112.6701784,0.008151569,-0.951402076,0.925888828,0.410987561,0.014108774,0.003429572,0.004119582,0.006139586,0.003564781,0.021447054,0.002525978,0.007364621,0.003801243,0.008307591,0.00874094,0.018004937,0.021593621,0.008141799,0.006616345,1,2,6
-0.402323734,3.44850317,36.75934316,0.008977305,-0.835435883,0.505976551,0.413330004,0.00351804,0.017963408,0.005617884,0.0014986,0.002686121,0.005749065,0.006140425,0.004417834,0.017971437,0.013954122,0.007397079,0.022987444,0.008554507,0.012692066,0.004514293,1,2,6
-0.403884725,0.221010116,38.81067897,0.005901979,-1.119950936,0.248182971,0.411126319,0.002054846,0.004260811,0.008913617,0.006327806,0.009769668,0.010938107,0.005484341,0.006182861,0.002996795,0.005575363,0.001530241,0.003041042,0.005493216,0.004061649,0.037550409,1,2,6
-0.40571385,6.388127028,109.5631651,0.012834745,-1.033799512,1.239517993,0.421234463,0.003453224,0.005725435,0.009144067,0.004001098,0.003780481,0.007561332,0.006720732,0.004064287,0.00482799,0.010886778,0.036686866,0.035165278,0.018703621,0.020012655,0.028032117,1,2,6
